timestep,0,1,2,3,4
707,42,122.5,441.04,425.83,196.46
708,43,125.9,450.73,433.71,195.35
709,37,126.3,446.52,435.42,194.87
710,36,125,452.26,445.98,195.37
711,36,125.1,451.99,444.25,193.35
712,34,125.8,455.02,446.48,195.72
713,37,126.4,450.96,443.6,195.9
714,35,125.2,449.56,449.16,196.52
715,37,126.5,443.88,450.54,190.27
716,38,127.8,450.85,448.64,190.02
717,38,128,445.77,448.28,188.72
718,37,128,449.76,449.68,188.21
719,39,127.7,433.12,453.97,187.42
720,32,128.7,433.84,448.39,185.37
721,32,128.5,432.67,445.59,184.71
722,30,128.6,429.6,448.56,185.8
723,31,129.1,419.39,450.31,186.08
724,31,129.9,421.61,447.5,187.64
725,32,130.8,433.21,450.99,186.84
726,40,132.3,442.31,468.28,190.48
727,39,136.7,437.4,489.78,192.23
728,36,137.1,442.4,494.56,193.25
729,34,136.4,441.97,479.97,195.11
730,33,134.7,451.39,478.54,196.82
731,31,133.9,445.95,474.48,196.52
732,31,131.7,452.6,467.14,195.07
733,31,131.6,446.73,446.75,194.51
734,32,131.6,454.57,439.49,194.36
735,33,131.4,452.95,453.85,195.67
736,32,132.5,453.58,450.67,195.78
737,34,134.2,442.61,461.97,195.38
738,33,134.9,439.24,465.12,195.16
739,32,135.4,435.49,464.78,194.71
740,34,135.8,441.8,466.76,193.39
741,32,138,432.35,471.57,192.5
742,35,139.6,426.1,482.43,190.37
743,36,137.6,419.93,471.61,188.18
744,33,136.6,422.96,459.91,187.37
745,25,136.4,427.01,450.64,188.22
746,21,136.8,428.5,455.05,190.09
747,19,137,431.85,460.63,191.53
748,18,136.8,431.42,469.34,191.27
749,19,138.5,439.92,476.47,194.38
750,30,137.6,447.85,480.19,199.79
751,35,138.4,459.8,489.02,208.79
752,34,140,465.93,485.48,211.47
753,31,140.6,467.96,486.03,210.84
754,30,138.5,473.49,490.38,211.4
755,29,136.8,470.13,485.87,207.5
756,27,136.8,470.24,482.66,208.34
757,29,135.8,472.29,474.6,208.08
758,29,134.9,474.64,476.97,207.7
759,29,135.2,472.85,481.18,208.76
760,31,135.4,461.86,475.66,203.43
761,30,136.1,455.77,478.02,201
762,32,135.9,451.55,465.41,197.33
763,33,134.4,453.53,469.9,196.52
764,30,133.9,454.29,463.81,198.15
765,31,134.5,458.53,464.46,196.15
766,31,134.4,449.59,468.69,198.14
767,27,133.5,443.73,477.82,193.9
768,28,133.7,441.45,478.35,192.3
769,27,133,434.8,462.36,193.93
770,29,131.4,432.73,459.4,192.52
771,29,130.8,432.03,460.28,192.23
772,30,130.5,448.2,467.94,195.41
773,31,131.2,458.98,459.1,201.82
774,37,130.4,473.8,457.93,207.59
775,41,133.3,482.34,459.18,215.04
776,42,136.6,497.38,466.66,217.38
777,43,135.6,494.24,468.33,215.87
778,41,136.1,491.85,474.68,218.79
779,41,136.1,473.41,472.7,215.31
780,40,136.9,466.53,470.79,212.89
781,39,137.1,469.09,471.97,216.68
782,38,135.2,479.3,472.49,221.96
783,38,134.8,483.51,477.27,223.27
784,38,135.4,479.81,476.15,212.68
785,40,138.7,470.1,475.92,207.17
786,42,140.3,467.23,475.17,204
787,41,138.3,463.23,464.21,203.52
788,43,137.6,458.81,465.64,200.4
789,40,137.8,449.64,468.83,197.99
790,42,137.5,456.58,473.52,197.41
791,42,134.5,456.35,474.85,198.2
792,41,134.4,454.46,464.55,194.89
793,38,135.8,436.8,462.09,191.08
794,37,136.2,445.5,458.26,191.05
795,38,133.9,452.37,464.36,196.15
796,35,133.5,466.6,458.84,197.73
797,35,132.9,465.22,463.44,202.71
798,34,134.6,470.73,475.39,210.66
799,35,136.7,480,489.84,218.93
800,41,138.8,488.14,480.6,222.68
801,44,137.9,496.29,471.25,223.3
802,44,136.4,496.47,469.84,223.23
803,45,134.9,492.35,470.71,221.2
804,45,133.3,485.92,470.62,219.47
805,43,131.3,479.79,461.74,218.45
806,37,131.7,485.05,471.8,218.51
807,47,132.4,486.19,471.26,218.47
808,46,133,482.07,474.56,214.29
809,44,133,479.29,474.57,211.24
810,44,132.1,474.44,475.35,207.41
811,42,130.6,466.39,475.55,205.23
812,42,130.5,459.9,463.24,201.54
813,42,130.1,447.03,451.14,197.85
814,40,128.4,443.85,438.93,194.54
815,40,127.4,431.71,424.94,191.25
816,41,126.6,431.1,424.64,188.42
817,40,124.5,428.75,424.72,186.43
818,41,124.4,422.87,431.52,183.91
819,40,124.4,426.05,435.01,184.22
820,41,124.4,431.63,436.47,187.38
821,43,124.6,447.25,447.32,192.4
822,41,125.3,466.93,445.73,203.08
823,43,127.4,481.78,445.75,212.23
824,47,128.3,490.76,434.09,215.47
825,53,127.5,486.51,437.73,216.18
826,49,127.6,487.96,449.3,217.66
827,45,127.2,484.79,451.45,215.78
828,40,126.9,485.8,442.54,210.62
829,39,126.8,473.49,438.14,209.1
830,42,124.9,471.52,431.91,210.3
831,42,124.4,461.2,438.03,210.15
832,47,123.9,458.76,428.22,206.89
833,49,124.2,452.57,441.39,200.26
834,48,123.9,455.22,441.89,198.32
835,50,124,457.97,446.17,196.59
836,53,123.8,456.71,437.13,193.46
837,50,123.4,446.17,436.9,191.88
838,53,122.5,437.9,434.67,187.71
839,54,122.5,425.4,454.59,185.76
840,54,125.8,422.36,443.75,182.53
841,53,125,414.94,437.52,179.77
842,46,124.9,419.86,424.09,181.22
843,45,124.3,431.11,430.39,182.11
844,42,124,446.24,440.9,182.14
845,44,124.5,454.43,433.37,187.56
846,49,125.8,456,438.99,197.08
847,53,126.8,456.21,440.46,204.63
848,55,127.1,468.9,444.95,208.06
849,51,127.9,470.09,443.52,208.47
850,52,127.2,468.33,436.74,208.59
851,51,125.7,458.3,436.55,206.15
852,49,124.2,457.13,437.94,203.67
853,42,123.8,471.25,432.83,202.34
854,36,123.3,464.1,425.36,201.22
855,39,123.8,461.17,425.52,200.96
856,45,124.5,450.78,427.07,197.78
857,47,124.8,449.14,444.6,194.4
858,53,126,444.74,442.04,193.14
859,54,126.7,433.6,447.79,191.84
860,58,126.5,445.32,445.07,189.94
861,59,126.3,444.62,447.2,187.99
862,60,125.1,447.45,448.16,186.23
863,61,124.6,439.58,430.22,184.16
864,55,124.1,433.27,427.85,188.27
865,54,123.6,433.31,420.49,186.66
866,53,122.9,428.38,427.57,186.09
867,52,122.6,430.48,424.13,187.45
868,51,123,438.6,438.2,187.63
869,52,123.9,431.72,438.82,187.66
870,56,123.5,442.29,435,190.91
871,58,123.6,435.04,432.31,192.85
872,57,123.5,442.79,436.76,192.38
873,57,123.9,442.99,445.37,190.41
874,57,124.9,444.2,450.52,190.24
875,52,125.2,447.56,455.53,191.08
876,48,124.8,442.5,447.38,191.79
877,45,124.3,439.79,429.08,191.6
878,44,123.1,435.8,423.44,190.66
879,43,123.1,436.22,425.45,189.23
880,44,123.5,439.05,431.84,190.63
881,45,124.1,439.8,432.11,191.2
882,51,126.3,434.86,439.53,188.13
883,54,127,424.35,445.49,189.11
884,54,127.3,415.08,447.64,187.03
885,56,129.4,407.71,443.65,184.77
886,53,131.6,409.59,452.57,184.6
887,52,132,421.43,456.99,184.52
888,49,131.5,433.76,467.71,189.79
889,48,130.6,451.18,450.03,190.3
890,48,129.2,444.39,447.45,190.51
891,48,129.6,448.08,438.89,190.13
892,50,130,441.38,450.87,191.14
893,51,131.2,443.49,458.81,193.97
894,60,133.4,445.67,469.81,196.36
895,62,133.9,448.37,474.24,198.65
896,62,135.9,460.08,470.12,201.44
897,59,133.9,459.18,456.67,203.25
898,59,132.1,461.03,448.73,204.41
899,57,129.6,469.29,446.84,202.84
900,53,127.7,465.11,445.11,202.07
901,53,125.9,467.94,445.46,202.2
902,48,124.5,463.48,441.01,202.75
903,45,124.7,475.35,447.85,203.02
904,48,126.3,480.01,449.42,204.74
905,46,128.8,468.12,455.72,205.69
906,44,130.3,470.7,455.04,202.48
907,47,129.9,461.59,457.76,202.64
908,48,130.1,463.27,445.89,200.8
909,50,131.8,452.71,454.35,198.5
910,47,131.8,448.8,449.55,197.2
911,50,130.4,450.2,458.71,195.09
912,52,131.6,438.38,453.39,192
913,49,132.6,440.85,457.33,190.86
914,42,132.1,445.19,450.31,192.24
915,42,130.1,460.73,447.83,191.31
916,43,129.2,463.27,446.42,193.84
917,44,128.1,466.68,440.68,198.95
918,50,127.7,479.65,436.2,209.64
919,52,129.2,489.84,441.33,220.33
920,54,131.7,492.27,456.58,225.92
921,51,130.7,485.72,461.09,219.63
922,43,129,489.78,451.51,218.94
923,40,126.7,501.67,443.15,218.33
924,34,123.4,498.96,429.13,215.82
925,30,122.2,495.56,423,212.26
926,21,121.9,485.07,413.66,211.26
927,28,122.6,484.68,419.9,210.71
928,33,123.5,475.11,418.9,203.38
929,40,124,463.93,436.41,201.4
930,41,124.8,456.73,442.7,198.3
931,42,126.5,447.63,448.02,195.24
932,39,126.8,443.19,446.39,192.88
933,39,126.9,438.8,440.69,192.82
934,38,126.7,439.33,442.12,194.86
935,36,125.8,434.39,434.34,193.05
936,31,126.5,429.12,442.16,187.12
937,30,126.8,423.62,445.75,189.83
938,28,126.2,435.02,452.86,184.94
939,28,125.2,447.65,448.4,186.38
940,30,125.3,448.22,432.84,190.47
941,32,126.5,447.52,428.18,191.42
942,42,127.9,447.99,442.21,198.56
943,46,129.9,472.01,459.61,212.87
944,47,132,482.49,456.29,213.79
945,45,131.6,488.92,445.72,216.77
946,40,127.7,486.26,444.82,217.6
947,35,125.3,488.01,440.47,211.64
948,31,122.9,485.4,431.94,209.97
949,31,123,486.52,420.04,210.92
950,22,123,476.02,425.48,213.46
951,25,122.8,473.39,426.91,208.62
952,33,122.6,462.07,426.83,206.5
953,35,123.6,459.55,433.96,200.61
954,36,125.7,455.08,435.06,195.7
955,41,126.4,450.71,449.97,195.07
956,42,126.4,446.71,450.01,191.12
957,41,126.9,439.05,453.05,192.32
958,43,126.4,441.37,447.27,192.68
959,42,126.4,436.63,447.53,185.37
960,43,126.4,434.23,447.1,181.55
961,42,126,428.18,449.89,181.52
962,44,126,430.38,451.27,178.7
963,43,125.6,434.96,448.98,181.21
964,44,125,434.22,451.54,186.77
965,45,124.8,450.65,452.12,189.78
966,48,126.9,462.44,462.58,199.77
967,50,130.1,479.79,460.28,210.05
968,52,131.9,474.63,459.62,208.55
969,49,131.5,477.1,452.3,210.85
970,48,128.1,467.32,447.52,210.71
971,43,126.4,469.57,440.26,207.52
972,39,124.2,461.46,433.13,208.49
973,32,125,473.45,429.62,207.4
974,40,124.5,469.37,426.49,208.19
975,40,124.8,470.31,426.32,208.81
976,43,126.2,462.61,435.87,204.97
977,46,129.2,456.95,448.37,203.5
978,45,130.9,451.12,463.58,200.1
979,43,129.5,449.15,459.71,198.24
980,41,129.5,452.91,451.16,195.87
981,38,128.9,455.64,439.88,195.75
982,37,128.1,457.89,438.84,192.56
983,38,127,452.22,438.96,191.59
984,38,126.5,449.32,443.27,189.75
985,38,124.7,431.8,441.23,187.04
986,36,124.6,435.71,448.05,188.01
987,35,124.4,436.04,446.54,189.06
988,35,124.4,444.96,444.5,190.14
989,34,127,450.22,436.42,193.29
990,36,129.9,459.96,447.87,200.55
991,36,132.6,472.92,453.64,207.92
992,39,132.9,485.31,463.2,209.07
993,42,132,487.12,458.67,209.69
994,42,129.3,483.93,466.08,209.45
995,42,128.6,476,455.88,207.08
996,42,128.8,476.49,454.91,206.27
997,42,128.5,473.34,447.26,205.36
998,42,127.3,466.02,445.74,206.81
999,43,126.3,469.95,439.16,204.92
1000,43,126.7,470.18,441.14,200.71
1001,43,128.4,471.49,450.88,200.78
1002,42,130.5,456.47,457.88,197.91
1003,42,131.1,448.78,466.23,195.91
1004,42,131.7,444.73,468.87,194.45
1005,42,130.9,443.66,467.7,194.67
1006,43,130.7,443.75,461.42,191.75
1007,42,130.8,449.64,454.21,191.46
1008,41,130.3,442.51,450.86,191.39
1009,41,129.9,432.1,440.88,185.36
1010,40,128.8,408.19,442.49,182.47
1011,40,128.5,408.26,445.4,182.97
1012,33,127.8,419.13,450.6,184.79
1013,32,127.8,432.47,444.25,190.95
1014,38,127.6,456.98,443.76,198.11
1015,37,128.3,467.93,451.66,206.72
1016,37,129.7,477.49,460.99,207.12
1017,36,129.4,469.87,456.82,211.47
1018,33,127.4,465.6,459.66,203.99
1019,32,126.8,464.01,464.45,199.95
1020,31,127.1,462.9,461.79,198.43
1021,30,127.2,460.77,448.51,198.03
1022,28,127.4,455.54,439.98,195.88
1023,31,127.4,454.91,438.21,193.91
1024,32,127.1,447.45,443.09,193.64
1025,32,127.2,449.59,447.21,191.04
1026,31,128.3,435.48,453.53,192.94
1027,33,127.7,435.12,447.37,190.94
1028,32,127.3,434.76,436.69,186.79
1029,32,127.1,444.11,425.3,186.73
1030,31,126.5,440.68,433.06,185.39
1031,32,125.8,437.77,439.59,183.28
1032,33,125.8,427.56,450.56,181.68
1033,27,125.6,424.5,445.73,180.14
1034,25,125.7,417.94,431.91,178.16
1035,25,125.9,417.3,425.75,177.39
1036,23,125.4,413.54,423.59,175.91
1037,25,126,416.56,429.74,178.76
1038,32,126.6,422.18,428.81,184.03
1039,35,126.4,426.33,426.22,184.92
1040,34,126.7,426.97,430.75,183.94
1041,34,126.6,415.23,435.52,185.98
1042,33,126.4,420.47,445.83,189.2
1043,33,126.1,411.34,452.97,188.55
1044,34,125.7,414.91,454.21,184.25
1045,33,125.4,407.64,444.54,183.54
1046,35,124.9,416.07,442.41,182.27
1047,37,124.8,422.85,432.8,182.38
1048,37,125.4,428.52,425.48,185.01
1049,36,125.5,427.1,419.49,183.48
1050,35,124.7,429.65,430.52,182.88
1051,35,125.8,423.69,442.05,179.97
1052,35,127,426.98,438.64,178.27
1053,36,127.6,417.55,435.21,177.39
1054,34,128.9,419.67,429.86,176.63
1055,39,127.9,411.23,428.64,172.59
1056,32,127,411.89,435.2,171.73
1057,32,125.8,402.24,436.32,170.7
1058,32,124.5,403.84,448.15,169.8
1059,32,125.9,406.92,437.81,169.53
1060,32,126.2,414.23,443.61,168.45
1061,31,127.4,414.71,439.8,169.31
1062,38,128.6,404.56,453.01,172.41
1063,40,129.1,404.82,454.84,173.44
1064,38,130.1,404.21,459.05,175.48
1065,36,129.5,410.47,453.75,177.55
1066,33,127.9,415.61,447.16,176.4
1067,31,126.6,412.15,440.8,177.16
1068,30,124.8,412.31,433.3,176.09
1069,33,123.6,413.04,427.78,174.89
1070,28,123.1,419.82,425.64,176.79
1071,26,122.9,427.78,429.75,179.89
1072,32,123.1,427.72,433.3,179.88
1073,38,125,428.38,437.06,178.49
1074,40,125.2,426.63,428.89,183.2
1075,41,124.6,431.5,421.92,180.31
1076,42,123.5,436.15,415,182.43
1077,41,123,445.71,423.04,180.65
1078,42,122.8,437.25,426.93,180.7
1079,40,121.7,430.21,432.21,180.25
1080,38,121.1,416.78,426.01,179.35
1081,36,121,422.85,428.85,179.11
1082,37,123.1,425.27,424.1,181.22
1083,36,123.7,432.29,431.24,182.76
1084,38,123.1,440.24,428.45,185.51
1085,38,123.6,446.12,429.04,190.39
1086,45,123.5,458.85,427.11,202.19
1087,44,125.1,463.93,432.07,209.49
1088,43,126.5,481.47,436.57,214.1
1089,38,127.1,482.41,434.78,214.97
1090,34,124.1,484.22,440.84,212.46
1091,30,122.9,467.06,435.42,211.61
1092,30,122.6,474.31,436.03,209.61
1093,31,122.3,476.64,427.24,207.37
1094,33,121.5,488.2,433.23,206
1095,37,122.4,469.09,431.49,205.9
1096,36,123.6,459.43,434.23,203.23
1097,37,125.2,452.81,442.36,201.39
1098,40,126.5,456.37,445.79,200.05
1099,39,126.3,460.69,451.9,198.34
1100,39,127.3,457.38,454.86,197.16
1101,39,127.7,453.99,452.56,194.94
1102,39,126.8,445.46,454.3,192.83
1103,38,124.7,438.64,438.25,191.18
1104,35,124.4,430.07,446.39,187.7
1105,31,124.8,421.12,442.59,182.05
1106,29,124.5,414.59,446.54,180.9
1107,23,123.7,422.97,437.86,182.25
1108,26,122.9,437.67,432.48,184.54
1109,25,123.6,460.51,428.36,190.04
1110,36,125.4,464.46,436.14,197.28
1111,38,127.5,467.21,442.45,203.96
1112,38,129.3,472.07,450.25,205.88
1113,36,129.3,482.52,441.26,211.33
1114,37,127.7,481.79,441.05,211.24
1115,37,125.8,475.58,440.58,209.3
1116,34,125.1,473.66,447.56,206.42
1117,35,125,482.37,443.26,210.35
1118,32,125.2,479.24,449.31,211.52
1119,35,125.6,473.36,444.39,210.29
1120,36,126.6,466.49,448.13,207.71
1121,37,129.1,461.95,440.35,198.92
1122,36,129.8,455.6,442.56,197.55
1123,37,128,444.88,448.74,196.4
1124,36,127.2,441.06,444.85,195.58
1125,37,126.6,438.23,437.65,192.14
1126,38,125.8,439.64,431.55,188.34
1127,37,125.3,431.92,432.96,183.53
1128,37,124.8,430.57,441.63,180.03
1129,32,124.3,421.62,436.21,178.15
1130,30,124.9,419.98,429.95,178.58
1131,29,124.5,420.97,425.56,180.14
1132,29,124.2,428.11,429.11,183.68
1133,29,124.7,440.17,436.32,187.05
1134,28,127.3,451.37,449.87,196.76
1135,33,132.2,471.63,453.32,209.41
1136,38,132.4,480.47,459.59,211
1137,37,131.2,483.96,454.18,210.71
1138,35,131.1,477.2,453.25,211.79
1139,35,129.2,475.19,448.59,207.31
1140,32,128.1,470.84,443.8,204.41
1141,32,128.2,461.22,444.79,205.74
1142,30,127.7,456.03,447.74,205.65
1143,31,127.8,449.68,450.65,206.24
1144,35,127.2,449.12,441.48,204.55
1145,36,128.4,449.02,440.93,201.09
1146,38,129.8,442.71,438.3,200.76
1147,38,129.4,442.71,442.35,197.21
1148,38,128.6,444.77,437.18,198.27
1149,32,128.1,443.41,443.05,193.25
1150,42,128.2,438.65,449.48,188.11
1151,39,128.2,431.86,448.47,187.81
1152,40,126.5,434.62,444.33,184.07
1153,39,125.7,438.07,439.32,185.81
1154,39,125.1,444.26,439.62,185.78
1155,36,125.2,449.73,441.35,186.39
1156,33,125.1,445.15,436.44,186.49
1157,32,124.6,442.33,438.09,189.27
1158,33,126.5,457.44,434.46,200.68
1159,32,128.9,471.14,439.5,209.92
1160,39,131.1,486.22,434.58,212.62
1161,39,128,488.47,429.4,212.12
1162,39,126,491.26,429.82,212.51
1163,38,124,490.78,430.17,213.7
1164,35,124.1,481.39,430.65,210.66
1165,34,123.6,491.31,425.11,209.58
1166,34,123.5,480.22,433.1,213.64
1167,37,123.2,475.15,430,212.24
1168,37,124.1,455.09,427.36,201.46
1169,38,124.8,455.32,426.21,194.62
1170,37,127.6,454.31,432.82,197.08
1171,37,126,458.93,441.82,197.18
1172,38,126.1,449.13,442.24,194.66
1173,37,127.1,443.69,449.08,189.17
1174,30,128.3,437.11,447.57,188.5
1175,43,127.4,441.7,442.1,185
1176,39,126.3,438.85,440.96,183.67
1177,38,124.7,418.88,425.04,180.06
1178,40,123.3,409.47,423.84,178.36
1179,36,123.4,410.05,417.06,178.28
1180,33,123.3,421.21,437.31,179.38
1181,32,123.7,427.17,431.7,181.62
1182,39,125.2,424.39,432.54,192.12
1183,43,125.5,440.44,420.72,200.16
1184,44,125.7,455.94,422.01,202.36
1185,43,127.1,476.77,422.67,204.2
1186,44,127.4,469.66,436.14,203.87
1187,46,126.3,460.28,447.43,202.72
1188,46,125.5,446.32,443.69,200.56
1189,44,125.3,451.12,438.18,202.55
1190,45,125.1,451.05,431.36,199.3
1191,43,124.8,445.22,435.24,194.49
1192,44,124.5,442.65,437.51,192.16
1193,49,125.2,445.89,445.76,193.91
1194,47,127.3,448.16,452.97,188.96
1195,49,129,435.61,447.58,186.1
1196,50,129.9,416.04,446.65,182.03
1197,51,128.1,407.68,443.17,179.68
1198,51,126,416.12,446.97,175.86
1199,47,124.6,420.37,435.55,176.21
1200,44,124.9,421.32,428.13,175.46
1201,43,124.1,406.05,424.67,174.43
1202,41,123.9,408.17,430.6,173.43
1203,41,123.9,407.78,432.16,172.93
1204,41,124.3,417.56,437.93,171.69
1205,43,124.8,414.51,432.26,174.4
1206,49,125.7,415.62,434.79,176.7
1207,53,126.1,416.87,422.93,179.83
1208,51,126.4,419.27,432.06,177.9
1209,49,126.5,419.74,432.99,181.27
1210,47,125.9,426.31,458.02,181.69
1211,45,126,426.96,457.45,182.4
1212,42,124.5,433.43,454.01,181.8
1213,40,123.7,425.44,433.72,183.13
1214,44,123.1,425.59,426.47,183.02
1215,42,123.1,424.77,426.05,181.01
1216,43,124.1,427.37,427.78,182.05
1217,47,124.6,429.15,427.76,183.84
1218,52,124.8,419.93,430.06,181.04
1219,54,126,405.07,431.17,179.3
1220,55,126.4,400.87,445.52,176.26
1221,57,128.1,402.5,448.48,176.06
1222,56,130.2,405.08,445.79,173.67
1223,54,127.5,399.11,437.05,172.4
1224,49,126.1,399.27,432.2,171.76
1225,48,124.8,406.82,431.67,171.75
1226,44,124.3,412.27,421.38,172.31
1227,45,122.5,406.8,416.54,172.32
1228,43,121.1,401.61,411.83,168.16
1229,45,121.6,392.26,415.21,168.16
1230,51,121.4,394.46,421.72,170.95
1231,54,121.5,396.03,423.41,171.36
1232,53,123.6,406.7,426.99,171.1
1233,50,124.9,407.75,426.07,174.37
1234,49,123.7,417.12,431.18,175.34
1235,45,123.9,415.58,443.92,176.85
1236,39,125.6,423.66,444.61,178.72
1237,37,125.7,416.97,440.56,182.6
1238,30,127.3,421.57,428.09,182.21
1239,39,127.9,425.48,427.15,182.92
1240,38,129.6,435.86,433.38,183.61
1241,44,131.4,432.55,450.52,184.01
1242,47,132.8,424.67,450.41,183.85
1243,49,130.2,409.74,451.37,184.88
1244,53,130.2,406.26,445.48,179.86
1245,51,130.1,405.6,449.5,178.42
1246,50,131.5,409.08,454.09,177.17
1247,56,130.2,413.24,440.3,175.08
1248,57,128.8,404.58,439.63,175.61
1249,52,130.1,403.96,432.84,174.59
1250,48,130.3,405.95,442.48,175.7
1251,46,129.6,407.85,439.83,176.52
1252,45,130.4,409.15,453.22,179.03
1253,45,130.4,412.42,447.09,183.01
1254,51,132,432.32,464.65,194.32
1255,53,135.3,452.49,467.64,204.01
1256,51,137.9,464.05,481.42,205.67
1257,47,136.5,466.51,475.54,206.81
1258,46,136.6,466.13,479.65,197.86
1259,41,134.3,464.63,486.61,203.97
1260,39,133.8,471.1,481.26,205.84
1261,36,132.8,463.53,466.83,206.51
1262,34,131.5,460.49,449.46,207.16
1263,36,130.5,457.4,444.88,207.59
1264,39,132.6,472.72,448.65,202.83
1265,46,133.7,462.86,462.76,200.58
1266,44,135,458.28,462.37,196.52
1267,43,134.1,435.89,462.9,193.9
1268,42,134.1,425.43,456.47,190.66
1269,42,134,419.8,460.13,187.55
1270,43,133.1,429.48,451.81,184.5
1271,41,131.1,437.44,447.34,184.14
1272,39,129.3,429,451.55,181.19
1273,37,127.9,418.18,451.87,181.53
1274,35,127,421.83,451.34,178.2
1275,36,127.4,423.07,439.98,178.29
1276,36,127.3,426.48,437.29,181.9
1277,37,127.8,437.48,438.94,185.11
1278,43,129.6,447.69,444.11,193.25
1279,48,132.5,453.56,452.71,201.43
1280,50,133.3,451.91,455.77,207.37
1281,47,133,450.54,460.41,207.74
1282,47,133.4,457.39,461.71,204.7
1283,44,131.1,461.93,457.15,205.92
1284,44,130.8,481.01,450.05,203.74
1285,46,129.3,478.11,438.78,201.61
1286,46,130.1,480.4,434.53,201.64
1287,46,127.5,463.79,440.85,198.95
1288,47,127.3,459.49,448.08,195.23
1289,52,127.7,448.56,454.66,192.34
1290,54,129.5,444,449.75,189.97
1291,56,129.4,436.54,444.98,191.4
1292,57,129,430.25,437.47,189.56
1293,57,127.7,423.56,437.34,185.21
1294,57,126.4,423.55,440.35,182.29
1295,53,125.6,421.21,449.34,179.19
1296,52,125.1,420.73,441.73,178.57
1297,52,123.7,418.06,436.98,177.89
1298,51,122.8,414.68,426.83,176.25
1299,53,122.6,414.33,427.33,176.85
1300,53,122.2,418.05,420.71,179.01
1301,56,123.4,433.39,420.93,182.52
